id,human_readable_id,title,type,description,text_unit_ids,frequency,degree,x,y
cfb65b99-615d-4692-b0b5-63d8068af3bf,68,EMPLOYEE 27,PERSON,"EMPLOYEE 27 is a Consulting Sample Company support engineer who served as the ticket owner/assigned engineer for incident TI-1623488. They were assigned the ticket on 29.11.24 and set its status to ""In Progress"" on 02.12.24. Across the incident lifecycle they performed initial troubleshooting (permission checks, browser/cache tests, group membership checks), escalated for deeper analysis when behavior was inconsistent, and coordinated with the Network Team and Core Team. They contacted Contact Person 16 and conducted hands-on troubleshooting on the customer workstation (including login tests for FTP/SFTP using WinSCP), documented findings, and performed a remote connection to investigate printer queue permissions. EMPLOYEE 27 removed an explicit Deny entry affecting the user, validated printing with a test print, and closed the ticket; the ticket was also, at one point during the workflow, transferred to Employee 26.","['af24ee0e836231f8345552978b03e5306e6c50103aecd5fbcd0c95927f78b2e428130e3902ef8a0e4df46ccce5e79310b34176f2d4932600d9627a20e128411b'
 '5fba3650256abf638a5d34d199a787bac0260a2c0f15716b0090e2724c353d74977ecf430510e7a02c8cf1b580f89961afc0e1740eed38e6f2e7270316833365'
 '9ae60248fdeacd78507615824c81352d3b7b17c47dab997df5429f35f1bf7fc7adb64e1df4eb62f92340e089ba3367078ee301bda75c9733868ed605c7439c95'
 '82d04b1d01088ae4d6081a114e68d594663b35aeeeba55e482e4c6fe63227be2031d1e4f2cec4f0adf9c8d706ca391a8e2e4e20121bb80e6265dfc89de9c617e']",4,11,0.0,0.0
25fc205c-ea35-4c9c-ba99-428b8ebe68d8,69,AFFECTED USER,PERSON,"Unnamed employee in the Basel office who experienced immediate ""Access denied"" when attempting to print; printing worked for colleagues in the same room. User account membership in AD group ""PRT-Basel"" was confirmed, but an explicit Deny entry on the printer queue prevented printing.",['af24ee0e836231f8345552978b03e5306e6c50103aecd5fbcd0c95927f78b2e428130e3902ef8a0e4df46ccce5e79310b34176f2d4932600d9627a20e128411b'],1,5,0.0,0.0
f0f45ba9-12ca-44a1-a4e4-93217eee5762,70,PRINT SERVER,"SERVER INFRASTRUCTURE (APPLICATION SERVERS, DOMAIN CONTROLLERS, VIRTUAL MACHINES)","PRINT SERVER is the logical/server role that hosts printer queues and standardized drivers, runs the Print Spooler service, and acts as the central point for printer provisioning, queue management and accepting print jobs from user devices. It hosts the queue for MFP-BASEL-01 and is responsible for enforcing printer queue permissions (an administrator review found an Active Directory group and explicit Deny entries on that queue). Operationally the print server receives and forwards jobs to physical printers; troubleshooting showed jobs briefly appearing then disappearing and that direct test prints from the server to the printer initially failed until a network rule was adjusted, indicating both queue permissions (AD groups/explicit Deny) and network/firewall rules can affect print delivery.","['af24ee0e836231f8345552978b03e5306e6c50103aecd5fbcd0c95927f78b2e428130e3902ef8a0e4df46ccce5e79310b34176f2d4932600d9627a20e128411b'
 '6f77d4bb449d28c5634d27048cde20368b43fe4590be7a4b7597b3588004bbc598f1eb3ccb7f0f31d665cc7c89d9b982f43161e1aeccd058e107fac7714c272a'
 'd5a1a544886253b9b1e837474d335ffd6b3bc3758177245fd6b121bc4ee7a1c55a6f901379ce01b145bdbc1924c259140031474892328718d10d64e5733bd024']",3,16,0.0,0.0
d418cb58-58c7-438c-906e-087d4f1d6564,71,PRINTER QUEUE (MFP-BASEL-01 QUEUE),PRINT & SCANNING INFRASTRUCTURE,"Logical print queue on the print server for MFP-BASEL-01. Reviewed during troubleshooting; configured to grant print permission to AD groups (e.g., PRT-Basel) and contained an additional explicit Deny ACE for the affected user originating from a prior test configuration.",['af24ee0e836231f8345552978b03e5306e6c50103aecd5fbcd0c95927f78b2e428130e3902ef8a0e4df46ccce5e79310b34176f2d4932600d9627a20e128411b'],1,8,0.0,0.0
3e275aa8-f930-453d-97bf-b7eb19e55b73,72,PRT-BASEL (AD GROUP),CONFIGURATION MANAGEMENT (GROUP POLICY),Active Directory security group used to assign print permissions for users in the Basel location. Confirmed membership for the affected user and granted print permission on the printer queue per the environment's permission model.,['af24ee0e836231f8345552978b03e5306e6c50103aecd5fbcd0c95927f78b2e428130e3902ef8a0e4df46ccce5e79310b34176f2d4932600d9627a20e128411b'],1,3,0.0,0.0
43226466-b1a2-4f25-b0e0-8dfa38ff8ce7,73,EXPLICIT DENY PERMISSION (PRINTER QUEUE ACE),CONFIGURATION MANAGEMENT (GROUP POLICY),"An explicit Access Control Entry (ACE) configured on the printer queue denying the affected user the Print right. This deny entry overrode group-based allow permissions and was the root cause of the user's ""Access denied"" error; it was removed during remediation.",['af24ee0e836231f8345552978b03e5306e6c50103aecd5fbcd0c95927f78b2e428130e3902ef8a0e4df46ccce5e79310b34176f2d4932600d9627a20e128411b'],1,4,0.0,0.0
83f88939-780e-4a1d-b631-f9caf403bb95,74,NTFS AND SHARE PERMISSIONS,CONFIGURATION MANAGEMENT (GROUP POLICY),Filesystem and network share permission requirements referenced by the Print & Scanning Infrastructure Standard; the standard mandates consistency between NTFS and share permissions and that access to print services be controlled via AD group membership rather than individual ACEs on the queue.,['af24ee0e836231f8345552978b03e5306e6c50103aecd5fbcd0c95927f78b2e428130e3902ef8a0e4df46ccce5e79310b34176f2d4932600d9627a20e128411b'],1,2,0.0,0.0
0ac2e580-f101-461c-8147-c2f6920b91dc,75,USER WORKSTATION,"ENDPOINT DEVICES (WORKSTATIONS, BROWSERS, CAMERAS, HEADSETS)","USER WORKSTATION: The affected new employee's Windows 11 desktop/laptop endpoint where Group Policy processing occurred. An administrator ran gpupdate /force and the user logged in; the workstation received a Group Policy–delivered printer mapping for the network queue MFP-BASEL-01. A remote support connection was established to the endpoint to troubleshoot printing. Initial attempts to print to MFP-BASEL-01 returned immediate ""Access denied"" responses due to incorrect permissions on the print queue/server; once those permissions were corrected during the support session, the workstation successfully performed a test print.","['af24ee0e836231f8345552978b03e5306e6c50103aecd5fbcd0c95927f78b2e428130e3902ef8a0e4df46ccce5e79310b34176f2d4932600d9627a20e128411b'
 '841f335403fc98015358e3e78f84e38d90fed7d6981c3e71e88a142931fbded07ea914ca10c61123f847115112e9a0393ff5a8630f741c5feadbc6a211bce30a']",2,4,0.0,0.0
3d08d7bc-665c-477a-8c81-c056d8fa9f9d,76,COLLEAGUE WORKSTATION,"ENDPOINT DEVICES (WORKSTATIONS, BROWSERS, CAMERAS, HEADSETS)","A colleague's desktop/laptop in the same Basel office used as a comparison/test device; printing from this workstation succeeded, demonstrating the issue was specific to the affected user's account/permissions rather than the physical printer or network connectivity.",['af24ee0e836231f8345552978b03e5306e6c50103aecd5fbcd0c95927f78b2e428130e3902ef8a0e4df46ccce5e79310b34176f2d4932600d9627a20e128411b'],1,1,0.0,0.0
0ad72ff8-ab8a-41b7-a632-43a436003eb0,77,PRINTER ACL,CONFIGURATION MANAGEMENT (GROUP POLICY),"Access Control List (ACL) applied to the MFP-BASEL-01 printer queue on the print server. The ACL contains Access Control Entries (ACEs) — including group Allow entries (e.g., PRT-Basel) and an explicit Deny ACE for the affected user originating from a prior test — which determine whether print jobs are accepted or rejected.",['af24ee0e836231f8345552978b03e5306e6c50103aecd5fbcd0c95927f78b2e428130e3902ef8a0e4df46ccce5e79310b34176f2d4932600d9627a20e128411b'],1,2,0.0,0.0
9f0598fc-9d76-48a8-b805-8598a077a84f,78,QUEUE-LEVEL PERMISSIONS,CONFIGURATION MANAGEMENT (GROUP POLICY),"The permission model applied at the printer queue level (on the print server) that enforces who can submit print jobs. Per the Print & Scanning Infrastructure Standard, these should be controlled via AD groups (no individual user ACEs); in this incident a misconfigured queue-level ACE (Explicit Deny) blocked the affected user.",['af24ee0e836231f8345552978b03e5306e6c50103aecd5fbcd0c95927f78b2e428130e3902ef8a0e4df46ccce5e79310b34176f2d4932600d9627a20e128411b'],1,1,0.0,0.0
22e9bb80-1f78-44e8-9db3-9fa7212462da,79,BASEL OFFICE,,,['af24ee0e836231f8345552978b03e5306e6c50103aecd5fbcd0c95927f78b2e428130e3902ef8a0e4df46ccce5e79310b34176f2d4932600d9627a20e128411b'],1,3,0.0,0.0
ff4fe91a-d5c6-4faa-acee-08996bec72cf,80,TI-858473,SUPPORT TICKET,"Support incident opened 26.06.24 (Title: KF12: Hacker Attack Store). Created via Consulting Sample Company portal (origin: Internet). Company: Customer Company 12. Contact: Contact Person 10. Owner/assignee: Employee 15. Priority: HIGH. Status: set In Progress on 05.07.24 and closed 22.07.24 with closure text ""Incident has been closed."" Ticket contains portal notes, PDF attachments with malicious links, and investigative notes describing credential-harvesting phishing and requested mitigations.",['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,12,0.0,0.0
c8d8ddce-a19a-4d93-b683-2d1a22c3fa65,81,CUSTOMER COMPANY 12,ORGANIZATION,"Customer tenant/organization affected by the incident ""Hacker Attack Store"". Domain referenced implicitly in service-account addresses and requested exclusion list; the organization reported automatic downloads of two PDF files containing links to a fake Microsoft login page and requested mitigations/be assessed for damage.",['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,1,0.0,0.0
4a58e24c-9e09-4536-849b-ec5a8b6c2a7f,82,CONTACT PERSON 10,PERSON,Named customer contact who received initial acknowledgements and communications regarding the ticket; target of initial confirmation emails and communications from Consulting Sample Company staff.,['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,1,0.0,0.0
3689ab95-f316-48ca-a754-9c2c35212262,83,EMPLOYEE 15,PERSON,"EMPLOYEE 15 is a support engineer and assigned ticket owner who authored investigative portal notes and managed remediation and closure activities across multiple incidents. For TI-858473 they documented the incident impact (noting that the ""incident... cannot assess the damage due to missing software & services""), proposed a mitigation — a firewall/geolocation rule targeting non‑MFA users — and added exclusions and follow-up details to the ticket. For TI-1621089 they performed hands‑on troubleshooting of a user/printer issue: reviewed the user account and Active Directory group membership, verified Group Policy (GPO) status, executed gpupdate /force, had the user re‑logon, validated the printer mapping and performed a test print, then closed the ticket and communicated the resolution to the customer (Consulting Sample Company).","['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'
 '841f335403fc98015358e3e78f84e38d90fed7d6981c3e71e88a142931fbded07ea914ca10c61123f847115112e9a0393ff5a8630f741c5feadbc6a211bce30a']",2,13,0.0,0.0
cc3598eb-3ac8-43ba-891c-0315050830a0,84,EMPLOYEE 16,PERSON,"EMPLOYEE 16 is a Consulting Sample Company helpdesk/triage/support agent who acted as the initial contact and ticket creator for the incident. They opened and acknowledged the ticket (recorded as ""Ticket opened by Employee 16"" on 26.11.24), created the CRM web/admin entry on 29.11.24 at 07:49, and performed the initial ticket actions and notes. EMPLOYEE 16 communicated receipt to stakeholders (including Contact Person 10 and Contact Person 16) in the initial email activity, asked to check who set up the FileZilla Server, and forwarded the matter to the responsible system engineer for resolution.","['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'
 'cf5c0a229b95de7ce8b153614a0c965081d0e96927a793df26435d50208f9b497ab20df7f9c97bbf5662dad69b49b0ca5950f40a53287572e9e79e31c759f3ba'
 '3d1aaea6391e7df51a2a42a8c7c0a47f02763542818404f1986e9d1de8a7b6042de29a49f32a5a6aa4bf49bb1944b93f48f52a850e46d1180e9770c9065e161c'
 '9ae60248fdeacd78507615824c81352d3b7b17c47dab997df5429f35f1bf7fc7adb64e1df4eb62f92340e089ba3367078ee301bda75c9733868ed605c7439c95'
 '82d04b1d01088ae4d6081a114e68d594663b35aeeeba55e482e4c6fe63227be2031d1e4f2cec4f0adf9c8d706ca391a8e2e4e20121bb80e6265dfc89de9c617e']",5,6,0.0,0.0
43805dfe-5920-448f-b992-0c96cb9ec97d,85,HELPDESK,IT TEAM/DEPARTMENT,"HELPDESK — the frontline support team at Consulting Sample Company — is the initial point of contact for incidents: they receive inbound emails, create and issue ticket notifications (appearing in the To/cc of original messages and in portal metadata/workflow), and perform first‑line ticket routing, triage and communications with customers and recorded ticket activities. HELPDESK conducts standard initial diagnostic questioning (scope, duration, affected locations/users, example numbers/times, recent changes or Windows updates, OS and browser type, device scope, whether headsets or integrated mics are used) and basic client tests (Teams test calls, internet/packet‑loss checks, LAN/WLAN validation). They perform routine troubleshooting steps (cache clear, client reinstall, driver checks), coordinate or run remote checks with users, and document all actions in the ticket. 

When issues indicate deeper causes, HELPDESK escalates to the appropriate teams — engineering, BU Unified Communications/Direct Routing analysis, or carrier coordination — and remains a contact point during deployments (for example, Intune) and post‑remediation verification. They handle customer‑facing follow‑up (closure communications, feedback/survey requests), and often close tickets after remediation and verification, ensuring the incident record reflects the triage, tests and escalation history.","['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'
 'ff5cf37380724f36bdecf1c7f6f654f514d1468bba938f5edf7647299a688504d7c61a928d63256eed430cbc91113b37450b3418a1e4888c93eb84b43437d161'
 'd89da77775d31a1846335e0c6df1f5e39da5351bcebb15e7ad3ae8f49880a51dd4d11bdbda7a0cd06892c9c131813db8be4ecca81471f87681c533980f667fd7'
 '40c65a9b901c3cb8c6680137e6032bf83d030547892824d2769e716ff03c514456bf0573c711188a87e139d34d90cd00890ec594bd011e945910f7bad41d1bb0'
 '911e90015c692cb57febe26359c6b6bdde2131fcaf8f472b65a09d180bf9a6b1545ab20253f57ea36307f07e91b263729e60adb2c3b44d9543729f652bb5e319'
 'e390918e9806d9cdf78954dd6fc4cbf2a388d5d073c3d1dcda263c8ca26c87d4aa0178fafc69980ebc72daff897bc215c0ab0f6a7845782e62d5c6d28d07b858'
 'e5716328b0306265205a4cce9606478f8d5ab01ac6c9672b28e474bd76c8c0e5730d1aa339097d38475f5c9d1cb8cf6e2170f558fe78e7f355237ca790d16626'
 '0fb7c3f82b6ea53b5cca5ac95746844928f719e9b3be09e0aa244b4e56d9a7a40b2a39efec1a2693f53ecb6efa81ad85463ce8ab191384d6ba5c6e154af8c1d3'
 'dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c'
 '9ae60248fdeacd78507615824c81352d3b7b17c47dab997df5429f35f1bf7fc7adb64e1df4eb62f92340e089ba3367078ee301bda75c9733868ed605c7439c95'
 '82d04b1d01088ae4d6081a114e68d594663b35aeeeba55e482e4c6fe63227be2031d1e4f2cec4f0adf9c8d706ca391a8e2e4e20121bb80e6265dfc89de9c617e'
 'c930b6d7a49b2a0c3498ab34029937696662a7056fbf0d57b18d74f97c11931e71cefd3751e53cf78fedeaf97827b5b8140d85775cb6719fecab0c5693dffa2f'
 '736a10e00d9dbd9d8ae9381643ba674e9674d139526ebb96085481b1d8ace8b77531aed979b66b323522982598fe79df19af86b4bb5bd39dcfcb3707a6ea0a1e'
 'f5bcf598d8825e43967d5dcf1be7f897c3b3aba457d45b1d7fba38cc56c30c337d5432e81c94a8485090a9b42f8437dde0bc1e39898d3b6194a57b66a8abbcbc']",14,23,0.0,0.0
657c7b0a-24d7-47b7-af5a-dac671910f7f,86,APPLICATIONUSER (CRM DEVELOPMENT),SERVICE ACCOUNT,"System/application account or automated portal actor (noted as ""ApplicationUser, CRM Development"") that authored or logged a portal entry suggesting a ""Lessons Learned"" meeting and proposed security topics after the incident.",['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,3,0.0,0.0
c0094a50-7493-4a98-ae81-9c9a6ce47863,87,FIREWALL RULE (ROUTE NON‑MFA USERS VIA GEO CHECK),"NETWORK INFRASTRUCTURE (FIREWALLS, VLANS, NAT, LOAD BALANCERS)","Requested network-level mitigation described by Employee 15: define a firewall rule that routes users who are not using MFA through a geolocation control first. Intended to block or add controls for suspicious/non‑MFA sign-ins from specified locations, with exceptions for listed accounts.",['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,3,0.0,0.0
1321be5e-45df-4177-ad33-1d2496d4ea4c,88,GEOLOCATION CHECK FOR NON‑MFA LOGINS,ACCESS POLICY (CONDITIONAL ACCESS),"Access-policy style control requested to apply geolocation checks to sign-in attempts of users who are not using MFA. Scope described: apply geolocation checks for Switzerland, Germany, Austria, Italy; intended to add an additional decision point for non‑MFA sign‑ins.",['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,7,0.0,0.0
2aa53f40-0147-4b8b-890c-c46bc22773e2,89,IP BLOCK 20.26.116.69,"NETWORK INFRASTRUCTURE (FIREWALLS, VLANS, NAT, LOAD BALANCERS)",Specific IPv4 address the customer asked to be blocked as part of immediate containment/mitigation; provided as a candidate block in the firewall/geolocation control request.,['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,1,0.0,0.0
cc12fa6d-1b39-44bf-bc6e-3a234569094d,90,S_KEEPIT@CUSTOMERCOMPANY12.CH,SERVICE ACCOUNT,Customer-supplied exception account to be excluded from the proposed firewall/geolocation restriction; listed in Employee 15's mitigation request.,['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,2,0.0,0.0
e88e7a56-c9a9-4a73-82b1-4a359dea6be7,91,SU-POS-APP-KF12CARD@CUSTOMERCOMPANY12.CH,SERVICE ACCOUNT,Customer-supplied exception/service account intended to be excluded from the restriction; likely an application/service integration account used by the customer.,['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,2,0.0,0.0
5abd7a45-5d9b-4871-a559-48c302fa8f06,92,SU-MDEAPP@CUSTOMERCOMPANY12.CH,SERVICE ACCOUNT,Another service account listed as an exception to the proposed restriction; likely used by customer services or integrations.,['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,2,0.0,0.0
83bcd4c4-0be5-45c1-8052-3ba8f4e74c23,93,D365INTPROD@CUSTOMERCOMPANY12.CH,SERVICE ACCOUNT,Additional customer integration/service account later requested by Employee 15 to be excluded from the restriction; name indicates a Dynamics 365 integration/service identity.,['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,2,0.0,0.0
0c4b4fbf-ff85-48fe-9481-c43b1a3dcb04,94,SIGN‑IN ACTIVITIES,LOGGING AND MONITORING SYSTEMS,"Authentication/sign-in telemetry concept referenced in the mitigation request (""Only block 'Sign‑in Activities' performed by individuals – not those executed by Microsoft services""). Refers to authentication logs/events (Azure AD/Audit logs) the customer wants to target, distinguishing human sign-ins from system/service sign-ins.",['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,2,0.0,0.0
70bbe288-e2c6-4ee3-b174-34f10e5bb028,95,MFA,MULTI-FACTOR AUTHENTICATION (MFA),"MFA (Multi‑factor authentication) is the authentication control used in the Train integration, and its behavior was central to the incident/failure analysis. MFA requests for the Toolbox component are orchestrated by ADFS client settings: when the RequestMFAFromClaimsProviders option is enabled, MFA can be delegated to external claims providers which return “external MFA claims” that satisfy the requirement. In practice the system treats MFA status as a protective criterion and a control factor that determines login exceptions or routing: users who do not use MFA are planned to be handled differently (for example, non‑MFA sign‑ins routed through geolocation checks as a mitigation). Ticket remediation focused on adjusting ADFS client parameters to change MFA behavior and the delegation to external claims providers so that the desired MFA enforcement and exception handling (including geolocation checks for non‑MFA users) are applied.","['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'
 'cf5c0a229b95de7ce8b153614a0c965081d0e96927a793df26435d50208f9b497ab20df7f9c97bbf5662dad69b49b0ca5950f40a53287572e9e79e31c759f3ba'
 '3d1aaea6391e7df51a2a42a8c7c0a47f02763542818404f1986e9d1de8a7b6042de29a49f32a5a6aa4bf49bb1944b93f48f52a850e46d1180e9770c9065e161c']",3,5,0.0,0.0
0439b8af-b6bf-4d71-bd66-f340b5f7fa76,96,ALGINA.CO,DNS SERVICE,"Malicious domain identified as the credential exfiltration endpoint: user credentials submitted to the fake login pages were transmitted to algina[.]co according to the investigative notes. Domain was used by the phishing/credential-harvesting flow before redirecting victims to Microsoft to appear legitimate.""",['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,2,0.0,0.0
8cee5094-c892-45d8-bfb1-3e63d6cf9c69,97,FAKE MICROSOFT LOGIN PAGE,APPLICATION/SERVICE,"Phishing webpage (linked from two attached PDF files) that mimics a Microsoft sign-in page; after credential submission it relays credentials to ALGINA.CO and then redirects to Microsoft to reduce suspicion. Purpose: credential harvesting to enable further attacks against Customer Company 12.""",['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,4,0.0,0.0
3751e4ac-1bcf-475b-bdc0-a0cb393eeea7,98,"PDF ATTACHMENTS (DOWNLO_732783232, DOWNLO_732783232 (1))",APPLICATION/SERVICE,Two PDF files uploaded/downloaded via the CRM portal that contained links to the fake Microsoft login page; portal notes indicate these were automatically downloaded and later blocked/disabled. The PDFs are the initial delivery vector for the phishing links.,['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,4,0.0,0.0
7f2597c1-bbaa-498b-95bb-9ce59df99b1b,99,LESSONS LEARNED / PROPOSED TOPICS,IT TEAM/DEPARTMENT,"Post-incident action item logged by ApplicationUser/CRM Development recommending a Lessons Learned meeting to define sustainable security measures; proposed topics include MusterFirmaguard, ModernSecOps, and SOC (security operations center) setup — these are recommended organizational/process changes to improve future incident response and detection.",['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,4,0.0,0.0
6a6ad450-2a6a-4a56-91c2-25536e0e8e43,100,MUSTERFIRMAGUARD,IT TEAM/DEPARTMENT,Proposed security measure/tool name listed as a topic for the Lessons Learned meeting—likely a solution or product to be evaluated as part of improving detection/prevention.,['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,1,0.0,0.0
e9bd0763-5282-4a2a-be90-870cffeb0442,101,MODERNSECOPS,IT TEAM/DEPARTMENT,"Proposed operational approach/topic for the Lessons Learned meeting: modern security operations practices (detection, response, automation) to improve incident handling.",['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,1,0.0,0.0
42c2e7c0-1423-4d36-b15e-3fa8502e0274,102,SOC,IT TEAM/DEPARTMENT,Recommendation to consider a Security Operations Center (SOC) as a sustainable security measure and operational capability following the credential-harvesting incident.,['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,1,0.0,0.0
5ee854ce-f9a5-460c-a357-9e22652cb502,103,ADMIN (CRM),PERSON,"CRM administrative actor referenced in portal notes (""Admin, CRM"") who performed ticket assignment actions and portal-based operations (assigned ticket to BU Customer Services Run and to Employee 15). Represents the CRM admin role/account that changed assignments and recorded metadata.",['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,3,0.0,0.0
58e51c6e-e402-4bd1-b59b-2ff58a877bfe,104,CRM (APPLICATION),APPLICATION/SERVICE,"CRM system/application used as the customer-facing portal (referenced generically as ""CRM"" in portal notes). Closely related to Microsoft CRM Portals and used to create the ticket and store uploaded attachments.",['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,0,,
560dd417-6669-4e61-876c-93aba1c92f23,105,MITARBEITER15@CONSULTINGSAMPLECOMPANY.CH,SERVICE ACCOUNT,Email/service account address that received portal notifications and NO-REPLY notes (appears in portal activity lines). Associated with Employee 15 / Consulting Sample Company and used as a notification recipient for the ticket and portal events.,['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,0,,
d4c8886b-cabe-490a-b64f-0047b1bdc072,106,SERVICE ACCOUNT,,,['75aa290785beb89a5d1c1eb56db550f1f14fb463c7bfd904e331e479bb384ff1ef2fb3ad655376ec4b1e4fc1be0e4a84dcbb63e5e60c7135f211ad99926b50c5'],1,8,0.0,0.0
8dc7080c-de2a-4482-b152-494821a42f92,107,TI-1602241,SUPPORT TICKET,"TI-1602241 is a support incident for Customer Company 52 AG (ticket KF52: ""Microsoft Teams – External calls without audio (only silence)""), opened 08.07.25 via phone and initially assigned to Employee 33. The report described one‑way audio on external Teams calls: external participants could hear internal users, but internal users heard no audio. The case was progressed to In Progress and escalated to BU Unified Communications, where System Engineer 18 took over investigation. Troubleshooting documented firewall log review, SBC log analysis, temporary test calls and monitoring; the investigation identified a media‑flow restriction caused by a recent firewall change at the Zurich location. Configuration was corrected to conform with the Direct Routing architecture, voice transmission was validated as stable, and the ticket was resolved and closed on 18.07.25 with the closure note: ""Analysis completed. Configuration adjusted according to Direct Routing architecture. Voice transmission stable again."" Contact for the record is Contact Person 14.","['f94cb067aa836f79099206ddb4f95c291a61f36750f11048d9e996114d759b941e3175a6cfa5698dce04a3a34528549082fac5faa53750afed4ed4ff94ea80b1'
 'e5716328b0306265205a4cce9606478f8d5ab01ac6c9672b28e474bd76c8c0e5730d1aa339097d38475f5c9d1cb8cf6e2170f558fe78e7f355237ca790d16626']",2,16,0.0,0.0
